locus,oldLocus,gene,description,logFC,qvalue
VC_RS04850,VC0981; VC_0981,yfcE,phosphodiesterase,0.759029149818777,0.0006109503740905
VC_RS04855,VC0982; VC_0982,,SelT/SelW/SelH family protein,0.686540102347605,0.080631890388079
VC_RS04860,VC0983; VC_0983,toxS,transmembrane regulator ToxS,-0.253652970168307,0.315932145724174
VC_RS04865,VC0984; VC_0984,,winged helix-turn-helix domain-containing protein,0.0040897941106293,0.985381126287295
VC_RS04870,VC0985; VC_0985,htpG,molecular chaperone HtpG,1.11891693039675,0.0022927555796592
VC_RS04875,VC0986; VC_0986,adk,adenylate kinase,-2.15188420046295,6.99858115173337e-08
VC_RS04880,VC0987; VC_0987,hemH,ferrochelatase,-0.784805108058075,0.0001574080987513
VC_RS04885,VC0988; VC_0988,dtpA,dipeptide/tripeptide permease DtpA,-0.166638172019023,0.734430093155265
VC_RS04890,VC0990; VC_0990,rfaH,transcription/translation regulatory transformer protein RfaH,-0.195417308416402,0.365897308292708
VC_RS04895,VC0991; VC_0991,asnB,asparagine synthase B,-1.55467385637543,7.23222680645816e-05
VC_RS04900,VC0992; VC_0992,,cation:proton antiporter,-1.26752182074367,1.05902558848505e-05
VC_RS04905,VC0993; VC_0993,,DNA-binding transcriptional regulator NagC,-0.321445320441764,0.321394873853412
VC_RS04910,VC0994; VC_0994,nagA,N-acetylglucosamine-6-phosphate deacetylase,-0.286394811277119,0.394515746624042
VC_RS04915,VC0995; VC_0995,nagE,N-acetylglucosamine-specific PTS transporter subunit IIBC,-0.244084217751379,0.237030922209497
VC_RS04920,VC0997; VC_0997,glnS,glutamine--tRNA ligase,-0.611832216582731,0.0032462697224281
VC_RS04925,VC0998; VC_0998,hubP,polar hub landmark protein HubP,0.345917629526405,0.0252242165504727
VC_RS04930,VC0999; VC_0999,truA,tRNA pseudouridine(38-40) synthase TruA,-0.250088840040514,0.222638131494635
VC_RS04935,VC1000; VC_1000,accD,"acetyl-CoA carboxylase, carboxyltransferase subunit beta",0.650236520824855,0.0042749587248776
VC_RS04940,VC1001; VC_1001,folC,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,0.381953815866546,0.0220539495345472
VC_RS04945,VC1002; VC_1002,,SPOR domain-containing protein,1.18571496725575,2.16105706985828e-05
VC_RS04950,VC1003; VC_1003,,CvpA family protein,-0.931233093762968,0.0001209079237781
VC_RS04955,VC1004; VC_1004,purF,amidophosphoribosyltransferase,-1.15116766257059,3.18971537346545e-05
VC_RS04960,VC1005; VC_1005,,Na+/H+ antiporter family protein,-2.6362252378045,5.94722658314594e-08
VC_RS04965,VC1006; VC_1006,rnt,ribonuclease T,-1.5621357589484,8.37203816744147e-05
VC_RS04970,VC1008; VC_1008,,flagellar protein MotY,0.125385891300371,0.677456269766354
VC_RS04975,VC1009; VC_1009,,DUF2753 domain-containing protein,-0.0949023723668214,0.760768109678543
VC_RS04980,VC1010; VC_1010,gloA,lactoylglutathione lyase,-0.0365239385661794,0.872003645018375
VC_RS04985,VC1011; VC_1011,nth,endonuclease III,0.784229292185544,0.0002317180341629
VC_RS04990,VC1012; VC_1012,,electron transport complex subunit E,0.246269339625909,0.636000337104153
VC_RS04995,VC1013; VC_1013,rsxG,electron transport complex subunit RsxG,1.17421416995211,0.0005656464266454
VC_RS05000,VC1014; VC_1014,rsxD,electron transport complex subunit RsxD,0.231846055318311,0.2719376227424
VC_RS05005,VC1015; VC_1015,rsxC,electron transport complex subunit RsxC,1.3620422740358,1.45020055769011e-07
VC_RS05010,VC1016; VC_1016,rsxB,electron transport complex subunit RsxB,0.341758064570461,0.294394538289268
VC_RS05015,VC1017; VC_1017,rsxA,electron transport complex subunit RsxA,-0.15056126865704,0.793455505770894
VC_RS05025,VC1018; VC_1018,uvrB,excinuclease ABC subunit UvrB,1.01433090411905,1.05902558848505e-05
VC_RS05030,VC1021; VC_1021,luxO,quorum-sensing sigma-54 dependent transcriptional regulator LuxO,0.925308112550514,1.86898251533589e-05
VC_RS05035,VC1022; VC_1022,luxU,quorum-sensing phosphorelay protein LuxU,0.494424561092472,0.0041320821348974
VC_RS05040,VC1023; VC_1023,,YvcK family protein,1.66412219790127,0.0025263223215552
VC_RS05045,VC1024; VC_1024,moaA,"GTP 3',8-cyclase MoaA",-0.651282760818044,0.0072888789394173
VC_RS05050,VC1025; VC_1025,moaB,molybdenum cofactor biosynthesis protein B,0.653813560731145,0.000823103713601
VC_RS05055,VC1026; VC_1026,moaC,cyclic pyranopterin monophosphate synthase MoaC,0.790374947600877,0.0016695129073317
VC_RS05060,VC1027; VC_1027,moaD,molybdopterin synthase sulfur carrier subunit,1.00503515303577,0.0532941839287456
VC_RS05065,VC1028; VC_1028,moaE,molybdopterin synthase catalytic subunit MoaE,0.777628103696567,0.0022839270878145
VC_RS05070,VC1029; VC_1029,,GGDEF domain-containing protein,3.53918911330525,2.88609957790721e-08
VC_RS05075,VC1031; VC_1031,,CBS domain-containing protein,1.98145553809036,2.72914724799425e-05
VC_RS05080,VC1033; VC_1033,,zinc/cadmium/mercury/lead-transporting ATPase,1.71758239523304,0.0005107840337486
VC_RS05085,VC1034; VC_1034,udp,uridine phosphorylase,0.219178344200835,0.395941234816124
VC_RS05090,VC1035; VC_1035,,hypothetical protein,1.68523979039367,0.1220579160525
VC_RS05095,VC1036; VC_1036,metG,methionine--tRNA ligase,-0.371338272932292,0.0549991936691239
VC_RS05100,VC1037; VC_1037,apbC,iron-sulfur cluster carrier protein ApbC,0.939440734699792,5.00029670346659e-05
VC_RS05105,VC1038; VC_1038,udk,uridine kinase,-1.45063082972632,1.92240435226501e-05
VC_RS05110,VC1039; VC_1039,,AsmA family protein,2.31806561999628,6.47859341080906e-08
VC_RS05115,VC1040; VC_1040,cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",-1.83709645563383,9.18783818455788e-06
VC_RS05120,VC1041; VC_1041,,low molecular weight protein-tyrosine-phosphatase,0.402679241768155,0.0779355118055055
VC_RS05125,VC1042; VC_1042,,outer membrane protein transport protein,0.377255027638985,0.165749869372978
VC_RS05130,VC1043; VC_1043,,outer membrane protein transport protein,-2.43181049381041,3.75124348441561e-08
VC_RS05135,VC1044; VC_1044,,DUF3379 domain-containing protein,1.83549115305034,0.01254478950992
VC_RS05140,VC1045; VC_1045,,sigma-70 family RNA polymerase sigma factor,1.70991471251678,1.2657897532044e-05
VC_RS05145,VC1046; VC_1046,fadI,acetyl-CoA C-acyltransferase FadI,0.118353830675652,0.561890444468601
VC_RS05150,VC1047; VC_1047,fadJ,fatty acid oxidation complex subunit alpha FadJ,0.42922475520308,0.0132293372692543
VC_RS05155,VC1048; VC_1048,,NAD(P)H nitroreductase,-0.730993373593212,0.0013047331974159
VC_RS05160,VC1049; VC_1049,,LysR family transcriptional regulator,0.804289192010152,0.0150746718644783
VC_RS05165,VC1050; VC_1050,,response regulator,1.58977915922046,8.0946404575589e-06
VC_RS05170,VC1052; VC_1052,,YbaN family protein,-1.78707889037554,1.45566752459832e-06
VC_RS05175,VC1053; VC_1053,apt,adenine phosphoribosyltransferase,0.857579717730609,1.93894179885918e-05
VC_RS05180,VC1054; VC_1054,dnaX,DNA polymerase III subunit gamma/tau,0.801785692371069,1.35856307980823e-05
VC_RS05185,VC1055; VC_1055,,YbaB/EbfC family nucleoid-associated protein,0.455900856500342,0.013847283647262
VC_RS05190,VC1056; VC_1056,recR,recombination mediator RecR,0.290176825918364,0.0977911497674015
VC_RS05195,VC1057; VC_1057,,YkgJ family cysteine cluster protein,-0.955490672657663,0.006327538887648
VC_RS05200,VC1058; VC_1058,,YcgN family cysteine cluster protein,-1.60221933055142,8.83046984390863e-05
VC_RS05205,VC1059; VC_1059,,YciK family oxidoreductase,-1.47490090540724,0.0099635748151368
VC_RS05210,VC1060; VC_1060,sohB,protease SohB,-0.174195054564414,0.248075571779631
VC_RS05215,VC1061; VC_1061,,PLP-dependent cysteine synthase family protein,1.62989897664462,0.0005167362991187
VC_RS05220,VC1062; VC_1062,,Lrp/AsnC family transcriptional regulator,-0.0666969145413319,0.78159092458793
VC_RS05225,VC1063; VC_1063,tesB,acyl-CoA thioesterase II,0.0109375476739326,0.981300680041694
VC_RS05230,VC1064; VC_1064,,YbaY family lipoprotein,-0.0153053236919079,0.959139911119926
VC_RS05235,VC1065; VC_1065,,DNA base-flipping protein,-0.403570263123856,0.190750211933112
VC_RS05240,VC1066; VC_1066,,hypothetical protein,0.0959188343348232,0.724828253600071
VC_RS05245,VC1067; VC_1067,,GGDEF domain-containing protein,-0.975002219252765,6.63875113253453e-05
VC_RS05255,VC1068; VC_1068,,metalloregulator ArsR/SmtB family transcription factor,-2.21515346819881,0.0003009664413578
VC_RS05260,VC1069; VC_1069,,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase,-1.00515152947234,0.0026215841303076
VC_RS05265,VC1070; VC_1070,,cyclin-dependent kinase inhibitor 3 family protein,-0.765030535772597,0.0150685656128398
VC_RS05270,VC1071; VC_1071,arsJ,organoarsenical effux MFS transporter ArsJ,-1.03275702660224,0.0065812119896997
VC_RS05275,VC1073; VC_1073,,glycosyl hydrolase family 18 protein,0.346669774605272,0.238614234142068
VC_RS05280,VC1074; VC_1074,,CPBP family intramembrane glutamic endopeptidase,-3.65447487269814,9.3131150329144e-09
VC_RS05285,VC1075; VC_1075,,YbhB/YbcL family Raf kinase inhibitor-like protein,0.466726869537527,0.195249651963849
VC_RS05290,VC1076; VC_1076,,helix-turn-helix transcriptional regulator,0.0130153604762834,0.960333815216888
VC_RS05295,VC1077; VC_1077,,hypothetical protein,0.194834709307941,0.528068343846966
VC_RS05300,VC1079; VC_1079,,L-threonylcarbamoyladenylate synthase,-0.949892045601417,9.94818588688494e-05
VC_RS05305,VC1080; VC_1080,,Hpt domain-containing protein,1.35439783776599,0.0006783212280493
VC_RS05310,VC1081; VC_1081,,HDOD domain-containing protein,1.75397153547624,9.71754669159172e-05
VC_RS05315,VC1082; VC_1082,,response regulator,1.6134142536964,0.0001363698626432
VC_RS05320,VC1083; VC_1083,,chemotaxis protein CheC,1.37759716270667,0.0001031424331391
VC_RS05325,VC1084; VC_1084,,sensor histidine kinase,1.47804644246165,7.93140720169837e-06
VC_RS05330,VC1085; VC_1085,,sensor histidine kinase,1.2531640887509,9.71754669159172e-05
VC_RS05335,VC1086; VC_1086,,EAL domain-containing response regulator,1.37496196247685,0.0001002804998016
VC_RS05340,VC1087; VC_1087,,response regulator,1.78491935565313,8.97803181669339e-08
VC_RS05345,VC1088; VC_1088,,sensor histidine kinase,1.80061965285505,0.0170449233316544
VC_RS05350,VC1089; VC_1089,,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,1.07524168412084,0.0030340773835675
VC_RS05355,VC1091; VC_1091,,ABC transporter substrate-binding protein,-1.55741449643719,4.13773385424688e-05
VC_RS05360,VC1092; VC_1092,oppB,oligopeptide ABC transporter permease OppB,-2.87385087604159,1.38410853723313e-06
VC_RS05365,VC1093; VC_1093,oppC,oligopeptide ABC transporter permease OppC,-2.87247466249295,2.06077402557439e-06
VC_RS05370,VC1094; VC_1094,,ABC transporter ATP-binding protein,-1.86694623680745,3.64761020877337e-06
VC_RS05375,VC1095; VC_1095,oppF,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF,-2.10743417964464,6.93894577958817e-07
VC_RS05380,VC1096; VC_1096,,glutathione S-transferase family protein,0.112802507253338,0.496383334106777
VC_RS05385,VC1097; VC_1097,pta,phosphate acetyltransferase,0.898784935589426,0.0647844570296285
VC_RS05390,VC1098; VC_1098,,acetate kinase,0.749338230304457,0.0001616755729126
VC_RS05395,VC1099; VC_1099,yfbV,terminus macrodomain insulation protein YfbV,1.11285315720469,1.76742046857224e-05
VC_RS05400,VC1100; VC_1100,,VF530 family DNA-binding protein,-2.02623606254675,1.22659687034527e-05
VC_RS05405,VC1101; VC_1101,,ABC transporter substrate-binding protein,-0.0220107214349274,0.930897585971957
VC_RS05410,VC1102; VC_1102,,ABC transporter permease,-0.228526008866206,0.360024864053478
VC_RS05415,VC1103; VC_1103,,ABC transporter ATP-binding protein,-0.0097947965994484,0.973578780694314
VC_RS05420,VC1104; VC_1104,,sensor domain-containing diguanylate cyclase,-0.582342780038358,0.0084413720426061
VC_RS05425,VC1105; VC_1105,dusC,tRNA dihydrouridine(16) synthase DusC,-0.692513720782877,0.0171532442418925
VC_RS05430,VC1106; VC_1106,,YecA family protein,0.413366952512961,0.0169995910024204
VC_RS05435,VC1107; VC_1107,lolA,outer membrane lipoprotein chaperone LolA,2.49459615815114,5.9503321737287e-09
VC_RS05440,VC1108; VC_1108,,replication-associated recombination protein A,2.43751326796957,2.43965718531888e-08
VC_RS05445,VC1110; VC_1110,serS,serine--tRNA ligase,0.151735951479837,0.271955679601102
VC_RS05450,VC1111; VC_1111,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase,1.88018422303249,1.51752588303663e-05
VC_RS05455,VC1112; VC_1112,bioB,biotin synthase BioB,1.21131836334374,0.0022644120467775
VC_RS05460,VC1113; VC_1113,bioF,8-amino-7-oxononanoate synthase,1.46076921447061,0.0002786762764381
VC_RS05465,VC1114; VC_1114,bioC,malonyl-ACP O-methyltransferase BioC,1.86804655440133,3.94492634412628e-05
VC_RS05470,VC1115; VC_1115,bioD,dethiobiotin synthase,2.44272521498418,1.12623920766802e-06
VC_RS05475,VC1117; VC_1117,htpX,protease HtpX,2.03734498016283,2.93131815747206e-08
VC_RS05480,VC1118; VC_1118,,nuclear transport factor 2 family protein,-1.15434289170357,0.0016296526610921
VC_RS05485,VC1119; VC_1119,,SDR family oxidoreductase,-1.43958457318303,5.28344656160003e-05
VC_RS05490,VC1120; VC_1120,,NAD(P)/FAD-dependent oxidoreductase,-0.537098031659877,0.0106626005462557
VC_RS05495,VC1121; VC_1121,,DUF1365 domain-containing protein,-0.677566812330463,0.0044991430341738
VC_RS05500,VC1122; VC_1122,,SAM-dependent methyltransferase,-0.100628789065536,0.561505171407858
VC_RS05505,VC1123; VC_1123,,DUF2878 domain-containing protein,-0.0224315920519871,0.931255926747125
VC_RS05510,VC1124; VC_1124,,chalcone isomerase family protein,0.15764499701936,0.714106234808282
VC_RS05515,VC1125; VC_1125,,DUF3833 domain-containing protein,-0.447586567499784,0.0456867830186747
VC_RS05520,VC1126; VC_1126,purB,adenylosuccinate lyase,-0.308611868558244,0.281547625923317
VC_RS05525,VC1127; VC_1127,hflD,high frequency lysogenization protein HflD,0.871737789734116,0.0009831094242709
VC_RS05530,VC1128; VC_1128,mnmA,tRNA 2-thiouridine(34) synthase MnmA,0.954819173209161,3.67647167125295e-05
VC_RS05535,VC1129; VC_1129,,inosine/guanosine kinase,-0.0555995151003397,0.79352165528202
VC_RS05540,VC1130; VC_1130,,H-NS family nucleoid-associated regulatory protein,-1.6670119809613,0.0004364817448895
VC_RS05545,VC1131; VC_1131,,Na+/H+ antiporter NhaC family protein,-1.12060256525122,4.5131923557688e-06
VC_RS05550,VC1132; VC_1132,hisG,ATP phosphoribosyltransferase,1.40124009560688,6.63581507236161e-07
VC_RS05555,VC1133; VC_1133,hisD,histidinol dehydrogenase,1.898277627639,3.32864352515356e-08
VC_RS05560,VC1134; VC_1134,hisC,histidinol-phosphate transaminase,2.09556083190965,2.5535077018042702e-09
VC_RS05565,VC1135; VC_1135,hisB,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB,2.06002052299922,2.16828695176684e-08
VC_RS05570,VC1136; VC_1136,hisH,imidazole glycerol phosphate synthase subunit HisH,2.03325191542631,5.12173745895642e-08
VC_RS05575,VC1137; VC_1137,hisA,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase,2.01976626176597,2.47721612077709e-07
VC_RS05580,VC1138; VC_1138,hisF,imidazole glycerol phosphate synthase subunit HisF,1.71624004095356,4.06711646735296e-07
VC_RS05585,VC1139; VC_1139,hisIE,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,1.07066655157177,0.0001783982676578
VC_RS05590,VC1140; VC_1140,rluE,23S rRNA pseudouridine(2457) synthase RluE,0.327896277642854,0.814860657400957
VC_RS05595,VC1141; VC_1141,,NADP-dependent isocitrate dehydrogenase,0.241727601162045,0.111572428387599
VC_RS05600,VC1142; VC_1142,cspD,cold shock domain-containing protein CspD,-1.60342810914432,0.0048729344526371
VC_RS05605,VC1143; VC_1143,clpS,ATP-dependent Clp protease adapter ClpS,0.773735619029734,0.000102319057825
VC_RS05610,VC1144; VC_1144,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,1.72264846126584,6.80416202972739e-08
VC_RS05615,VC1145; VC_1145,,aspartate:alanine antiporter,-0.508388614381986,0.288794014334521
VC_RS05620,VC1146; VC_1146,,GrxA family glutaredoxin,-2.77730720637677,7.18683550243051e-09
VC_RS05625,VC1147; VC_1147,,iron-containing alcohol dehydrogenase,2.73336647797272,4.99765872148254e-06
VC_RS05630,VC1148; VC_1148,,MurR/RpiR family transcriptional regulator,-0.12600169222754,0.528145525473468
VC_RS05635,VC1149; VC_1149,panP,pyridoxal-dependent aspartate 1-decarboxylase PanP,0.420854621145835,0.0632800795225593
VC_RS05640,VC1150; VC_1150,,hypothetical protein,-1.00987295532151,0.216399135501188
VC_RS05645,VC1151; VC_1151,,lysine exporter LysO family protein,-2.19997452307672,3.13164034888187e-08
VC_RS05650,VC1152; VC_1152,,HDOD domain-containing protein,-0.10672423134077,0.831688637930366
VC_RS05655,VC1153; VC_1153,,TfoX/Sxy family DNA transformation protein,-1.98368947968858,1.13260511292595e-05
VC_RS05660,VC1154; VC_1154,,hypothetical protein,-0.11195453401277,0.654975019397876
VC_RS05665,VC1155; VC_1155,,response regulator,0.517731524278267,0.0418211096507022
VC_RS05670,VC1156; VC_1156,,ATP-binding protein,1.71569650312523,0.0024420808241843
VC_RS05675,VC1158; VC_1158,,YdgA family protein,0.293317586144699,0.126855245213297
VC_RS05680,VC1159; VC_1159,serC,3-phosphoserine/phosphohydroxythreonine transaminase,0.375624244675402,0.1357372443398
VC_RS05685,VC1160; VC_1160,,alpha-L-glutamate ligase-like protein,1.36011755755994,1.08689655700569e-05
VC_RS05690,VC1161; VC_1161,,inactive transglutaminase family protein,1.97432098364136,5.25296721103752e-07
VC_RS05695,VC1162; VC_1162,,ATP-dependent zinc protease family protein,2.50844138404609,1.55000336352033e-08
VC_RS05700,VC1163; VC_1163,cmoB,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB,-0.404444461606691,0.0505533462355582
VC_RS05705,VC1164; VC_1164,cmoA,carboxy-S-adenosyl-L-methionine synthase CmoA,-1.27830702726128,0.0001834146848486
VC_RS05710,VC1165; VC_1165,,DUF72 domain-containing protein,0.025649871453634,0.920460067654224
VC_RS05715,VC1166; VC_1166,aspS,aspartate--tRNA ligase,0.0471358266123208,0.764473071070844
VC_RS05720,VC1167; VC_1167,,thymidine kinase,-0.459154001598599,0.025492527217375
VC_RS05725,VC1168; VC_1168,,dicarboxylate/amino acid:cation symporter,-2.92039825578761,7.90734935899813e-08
VC_RS05730,VC1169; VC_1169,trpA,tryptophan synthase subunit alpha,-1.49501779493022,0.0700682728178865
VC_RS05735,VC1170; VC_1170,trpB,tryptophan synthase subunit beta,-0.0608309027064229,0.913644443406201
VC_RS05740,VC1171; VC_1171,trpCF,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF,-0.749069890360925,0.0112134570284171
VC_RS05745,VC1172; VC_1172,trpD,anthranilate phosphoribosyltransferase,-1.61644743705819,0.0009882720858286
VC_RS05750,VC1173; VC_1173,,aminodeoxychorismate/anthranilate synthase component II,-1.60366831669163,0.0016209918695413
VC_RS05755,VC1174; VC_1174,,anthranilate synthase component 1,-1.72317196659996,0.000138815255748
VC_RS05760,VC_1176,,hypothetical protein,-2.61711297468258,4.08150906698775e-07
VC_RS05765,VC1177; VC_1177,,RNase RNM,-0.55432302004968,0.0054653730632641
VC_RS05770,VC1178; VC_1178,,L-threonylcarbamoyladenylate synthase,1.32338021089481,5.67324449977824e-05
VC_RS05775,VC1179; VC_1179,rluB,23S rRNA pseudouridine(2605) synthase RluB,0.730613737615912,0.0001896999788207
VC_RS05780,VC1180; VC_1180,cydC,heme ABC transporter ATP-binding protein/permease CydC,0.386302017494867,0.0566135418703512
VC_RS05785,VC1181; VC_1181,cydD,heme ABC transporter permease/ATP-binding protein CydD,1.00484675668831,0.0172570953460707
VC_RS05790,VC1182; VC_1182,trxB,thioredoxin-disulfide reductase,1.4918609585706,0.0011131239769404
VC_RS05795,VC1183; VC_1183,,2OG-Fe dioxygenase family protein,1.52155516303422,8.32855872799825e-06
VC_RS05800,VC1184; VC_1184,,cysteine desulfurase-like protein,1.97447772902136,4.97935758646985e-07
VC_RS05805,VC1185; VC_1185,,GGDEF domain-containing protein,-1.1710473559667,0.0054345211650169
VC_RS05810,VC1186; VC_1186,,SanA/YdcF family protein,2.07153524015297,0.0001783982676578
VC_RS05815,VC1187; VC_1187,,DUF3392 domain-containing protein,1.24497011904237,0.0054345211650169
VC_RS05820,VC1188; VC_1188,,NAD-dependent malic enzyme,0.930205125240891,2.7712989915717e-05
VC_RS05825,VC1189; VC_1189,,hypothetical protein,-0.77429566612178,0.0078980360918768
VC_RS05830,VC1190; VC_1190,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,-1.39919076420746,5.28238685869082e-05
VC_RS05835,VC1191; VC_1191,,hypothetical protein,0.366038722942405,0.190425213887784
VC_RS05840,VC1193; VC_1193,,hypothetical protein,-0.709591704906277,0.10785032166804
VC_RS05845,VC1194; VC_1194,,J domain-containing protein,0.696007648127952,0.0008133984240135
VC_RS05850,VC1195; VC_1195,,OmpA family protein,1.55052479957456,0.0002662123585261
VC_RS05855,VC1196; VC_1196,,DUF2786 domain-containing protein,-0.993478951437209,0.0363085656987049
VC_RS05860,VC1197; VC_1197,,DUF3334 family protein,-2.21416787445325,7.92403946752692e-06
VC_RS05865,VC1198; VC_1198,,D-2-hydroxyglutarate dehydrogenase YdiJ,0.192570337048832,0.294878781480819
VC_RS05870,VC1199; VC_1199,,methyltransferase family protein,-0.377119977289827,0.164524051376166
VC_RS05875,VC1200; VC_1200,vesB,GlyGly-anchored extracellular serine protease VesB,-1.31821085757869,9.55764540566942e-07
VC_RS05880,VC1201; VC_1201,,DUF3581 domain-containing protein,0.119564751112208,0.508811836592292
VC_RS05885,VC1202; VC_1202,hutH,histidine ammonia-lyase,2.77497099995525,5.50427554907127e-08
VC_RS05890,VC1203; VC_1203,hutU,urocanate hydratase,3.27634478826782,2.92817277587282e-08
VC_RS05895,VC1204; VC_1204,hutG,formimidoylglutamase,3.08945140442456,6.80416202972739e-08
VC_RS05900,VC1205; VC_1205,hutI,imidazolonepropionase,2.78569845514631,2.34123623547025e-08
VC_RS05905,VC1206; VC_1206,hutC,histidine utilization repressor,1.87815767481354,4.21643718634443e-06
VC_RS05910,VC1207; VC_1207,,DUF3187 family protein,2.3660130857652,4.54562302056224e-06
VC_RS05915,VC1208; VC_1208,,HI1450 family dsDNA-mimic protein,0.559567742727228,0.208630319359718
VC_RS05920,VC1209; VC_1209,yeiP,elongation factor P-like protein YeiP,-1.00133059968226,0.000258228739149
VC_RS05925,VC1210; VC_1210,,nucleotidyltransferase domain-containing protein,0.0689847525302567,0.679796449612952
VC_RS05930,VC1211; VC_1211,,PTS sugar transporter subunit IIC/EAL domain-containing protein,0.545798468770622,0.0040605958230091
VC_RS05935,VC1212; VC_1212,,DNA polymerase II,0.807080280547597,7.48562762740773e-05
VC_RS05940,VC1213; VC_1213,uvrY,UvrY/SirA/GacA family response regulator transcription factor,-0.900085766788332,6.63875113253453e-05
VC_RS05945,VC1214; VC_1214,uvrC,excinuclease ABC subunit UvrC,-0.131024944084943,0.456746195354194
VC_RS05950,VC1215; VC_1215,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,-1.23161131557869,2.53321955448457e-06
VC_RS05975,VC1216; VC_1216,,GGDEF domain-containing protein,2.35584013867449,3.39801828479081e-05
VC_RS05980,VC1217; VC_1217,,GNAT family N-acetyltransferase,1.91306259345395,0.0045878793251126
VC_RS05985,VC1219; VC_1219,pheS,phenylalanine--tRNA ligase subunit alpha,0.449814237994698,0.0050489409905009
VC_RS05990,VC1220; VC_1220,pheT,phenylalanine--tRNA ligase subunit beta,0.512350889199639,0.0043514318908719
VC_RS05995,VC1222; VC_1222,ihfA,integration host factor subunit alpha,-1.05981761164074,2.33326566200946e-06
VC_RS06000,VC1224; VC_1224,relV,(p)ppGpp synthetase RelV,5.06547465141475,0.0001494551713938
VC_RS06005,VC1226; VC_1226,,thiopurine S-methyltransferase,0.199832566066741,0.254170122664899
VC_RS06010,VC1228; VC_1228,purT,phosphoribosylglycinamide formyltransferase 2,-1.42798350567156,2.58188110977727e-05
VC_RS06015,VC1229; VC_1229,,AEC family transporter,-1.04381519572322,0.0002618910056682
VC_RS06020,VC1231; VC_1231,cdd,cytidine deaminase,0.755114742497145,0.0277710856715855
VC_RS06025,VC1232; VC_1232,,LrgB family protein,0.577111827456272,0.0302331578205383
VC_RS06030,VC1233; VC_1233,,CidA/LrgA family protein,0.717564626430645,0.0025432341586755
VC_RS06035,VC1234; VC_1234,sbcB,exodeoxyribonuclease I,1.04826585867235,0.008134608012276
VC_RS06040,VC1235; VC_1235,,L-cystine transporter,1.86459471547632,3.89586589289655e-05
VC_RS06045,VC1236; VC_1236,msrB,peptide-methionine (R)-S-oxide reductase MsrB,2.46731999397442,1.06026985844518e-07
VC_RS06050,VC1237; VC_1237,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,0.450923955093823,0.0401621018143695
VC_RS06055,VC1238; VC_1238,,adenosylcobinamide-GDP ribazoletransferase,0.292073078220767,0.202371942230843
VC_RS06060,VC1239; VC_1239,cobU,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,0.694203829914635,0.0040143543635113
VC_RS06065,VC1240; VC_1240,,histidine phosphatase family protein,0.259787726940512,0.179895608864547
VC_RS06070,VC1242; VC_1242,,succinylglutamate desuccinylase,-0.143864377366013,0.443026572274362
VC_RS06075,VC1244; VC_1244,btuC,vitamin B12 ABC transporter permease BtuC,0.450362584891848,0.008853696509756
VC_RS06080,VC1245; VC_1245,btuD,vitamin B12 ABC transporter ATP-binding protein BtuD,0.683620417473155,0.0007892004748407
VC_RS06085,VC1246; VC_1246,,nucleoside triphosphate pyrophosphohydrolase family protein,-1.43141518722653,0.0007805556589395
VC_RS06090,VC1247; VC_1247,,DUF2750 domain-containing protein,-2.88430177844119,4.1381968158223615e-09
VC_RS06095,VC1248; VC_1248,,methyl-accepting chemotaxis protein,2.79945950444477,0.0004944142557434
VC_RS06100,VC1249; VC_1249,,glycine cleavage system protein R,2.54448339830155,2.83504953146566e-05
VC_RS06105,VC1250; VC_1250,,DUF3943 domain-containing protein,1.37186047953312,0.0550471114601887
VC_RS06110,VC1252; VC_1252,,CinA family nicotinamide mononucleotide deamidase-related protein,3.13222368430436,1.6626308619608e-09
VC_RS06115,,,hypothetical protein,1.97160173444514,1.02317869296608e-08
VC_RS06120,VC1254; VC_1254,yfaE,class I ribonucleotide reductase maintenance protein YfaE,0.634119642214144,0.0604768100042472
VC_RS06125,VC1255; VC_1255,nrdB,class Ia ribonucleoside-diphosphate reductase subunit beta,1.1887700371653,1.99074717035041e-05
VC_RS06130,VC1256; VC_1256,nrdA,class 1a ribonucleoside-diphosphate reductase subunit alpha,1.32554538039342,0.0003412560754261
