geneLocus,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
VC_0030,0.0,0.012486572060952276,0.010828203509096588,0.011212056082508137,0.01083605889508096,0.012646768834603776,0.01450310301107873,0.022497128599698185,0.06290148898484099,0.1989894129416038,0.49099561766105076,0.636739959085556,0.4071253213959169,0.22449049303836746,0.16475327203428014,0.13216762489846434,0.08400790261794717,0.11279309047377915,0.09987793574949716,0.07359939580984638,0.06038306400862364,0.0497720332317124,0.04651765034416183,0.04295038955954599,0.04225087766983633,0.03900338513149375,0.039438351215496104,0.035802543393825936,0.03560260088167306,0.03634271654327572,0.034975989060464376
VC_0031,0.0,0.0016284247915389805,0.0025738393541047196,0.005704002681047828,0.006305739559153439,0.01641330670407345,0.01644487671520731,0.08014042578054006,0.2423927745797242,0.5072576108787221,0.6153173464378298,0.28505333878391115,0.02753289915548902,0.01320493527197366,0.02079293451077276,0.019705925913629,0.023677156576764155,0.022456385723404988,0.019183303325594838,0.02388232620426301,0.02397539507325068,0.02424496268155944,0.024539724236812117,0.023799930922906075,0.019610968434900154,0.02077632022897387,0.018352759103523693,0.02391945972263371,0.025194958125904266,0.022492523441526177,0.024975577111365745
VC_0033,0.0,4.500196545572669e-05,7.512378609240365e-05,4.635047895613684e-05,7.596803611052144e-05,0.00015438737932416368,0.0005523851113679177,0.0019538497048709413,0.016679821372060515,0.06193991510549297,0.25722623248445675,0.5257219076354446,0.754789002317508,0.3455321601215648,0.04771303932588258,0.015496287027829889,0.003622664930304537,0.00039584228261180856,0.0,0.0,0.0,0.0,0.0,4.782981746985049e-05,0.0,0.0,0.0,0.0,0.0,8.853611198088127e-06,6.390262201553818e-05
VC_0034,0.0,5.17144014733976e-05,5.654660076474957e-05,0.0001229147212073136,0.0001350455478089486,0.00021924776857363672,0.0002304409713285197,9.306680917251127e-05,0.0002873201386131321,0.0002586360422050608,0.00018801268472182055,0.0004554626492320163,0.0020187753461219887,0.009346027399373088,0.041640056873134976,0.14547861189385397,0.3051234687744234,0.5572779748907223,0.618413489376128,0.5253253597792014,0.434856138024502,0.34311290721989385,0.2729405890665906,0.27664350807364574,0.3086710188667936,0.3040344351382229,0.3175585394375151,0.35705756825988694,0.3858972542771242,0.3736249090114203,0.4130122931772085
VC_0035,0.0,4.52977963760559e-06,7.011628181824191e-06,8.450537472916249e-05,0.0010725995213507317,0.007046000344096692,0.027016883357693207,0.11440313027813266,0.31280152339938666,0.6840648810843729,0.7880479615642727,0.32661923161106254,0.04307061120619001,0.011534183753415549,0.005188454354289224,0.0007106853837786115,0.0015908985707461761,0.0010785618168271895,0.0,0.0,0.0,0.0,0.0,2.9728304320078445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0036,0.0,5.086910148456677e-06,6.722057628275132e-06,1.0050541028549556e-05,8.120214011506668e-05,0.0008657730801929553,0.006930522291253726,0.03814509493175194,0.12111927797571276,0.31453775363294084,0.3521317945085543,0.12475130724035825,0.002747658327408497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0037,0.0,0.0008121908008841796,0.0007492582983058056,0.0007222993305301187,0.00046360420239353054,0.0006490448801942107,0.0007514611636126268,0.0025799933862712607,0.01061467223584917,0.05510022932511217,0.24208188293298868,0.5114868126583416,0.859301314850765,0.6256927958877485,0.08722126776425992,0.0127580122284945,0.004986003281534662,0.0037226143175642136,0.0032488124919708276,0.0029549081007072668,0.0018565738640568393,0.002590296809067807,0.002976770631020625,0.0020213243673785383,0.0029294907841976425,0.003266879545349306,0.0019438781263214108,0.0017376741104774141,0.0034255335977008933,0.0026991938193618877,0.0032886025699997716
VC_0038,0.0,4.087128035492187e-05,6.939612897561027e-05,4.908531493419421e-05,7.819733794109228e-05,0.00014573959983701768,0.000626096533033906,0.004547546613366905,0.029949262297000002,0.13797162224257903,0.3578174661722488,0.631198387542588,0.4320297773700534,0.03448491040148903,0.0036846238358357415,0.0005381927843061647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0039,0.0,0.00035116126712098566,0.0005039173530934961,0.0011682660981350195,0.006724936688096579,0.031395843062008856,0.12483966528533146,0.3107690342319641,0.4846507917717546,0.28851178849532627,0.08638216059632263,0.06361004132302134,0.043148051562060974,0.003391088271864057,0.01612791998286887,0.02583876405350306,0.020358522169286585,0.014326693887092384,0.014477648912155593,0.011146195499182669,0.012821001108481224,0.012291990418376338,0.011024978721060296,0.012301868837104003,0.01128484312868395,0.010673447857560605,0.006655799794883707,0.004009865907133978,0.0035603490347308952,0.000982579981320525,0.0001491258623899829
VC_0040,0.0,9.397773567476339e-05,0.00015976957601322958,0.00013488889485364642,0.0005086880722525866,0.0015216204330654084,0.007441324014741082,0.030799711823722847,0.09553847366958446,0.26682236959538946,0.6283413971692492,1.0439894913480554,1.0659970112477763,0.49662544693331884,0.12301635435970974,0.019513255619013504,0.0044696631297287655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
