locus,oldLocus,gene,description,logFC,qvalue
VC_RS02875,VC0561; VC_0561,rpsP,30S ribosomal protein S16,-1.10971321983309,1.92939321719633e-05
VC_RS02880,VC0562; VC_0562,rimM,ribosome maturation factor RimM,-0.928950634451138,3.72939010432071e-05
VC_RS02885,VC0563; VC_0563,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD,-1.03394445092726,0.0001124487251194
VC_RS02890,VC0564; VC_0564,rplS,50S ribosomal protein L19,-0.822296761253437,0.0003396884119067
VC_RS02895,VC0565; VC_0565,degS,outer membrane-stress sensor serine endopeptidase DegS,-0.844296703334784,0.0003846992504571
VC_RS02900,VC0566; VC_0566,,DegQ family serine endoprotease,2.15164553344893,0.0002338062314649
VC_RS02905,VC0567; VC_0567,zapG,Z-ring associated protein ZapG,0.303103311812469,0.299741834073057
VC_RS02910,VC0568; VC_0568,zapE,cell division protein ZapE,-0.7506770290758,0.0015860309841965
VC_RS02915,VC0570; VC_0570,rplM,50S ribosomal protein L13,-0.460881759911827,0.0512174684932
VC_RS02920,VC0571; VC_0571,rpsI,30S ribosomal protein S9,-0.293092499735649,0.0837267263296642
VC_RS02925,VC0573; VC_0573,petA,ubiquinol-cytochrome c reductase iron-sulfur subunit,-0.0005365620269016,0.997955861995413
VC_RS02930,VC0574; VC_0574,,cytochrome b,-0.127799510206905,0.628909141556342
VC_RS02935,VC0575; VC_0575,,cytochrome c1,0.0120702869553842,0.954273715628522
VC_RS02940,VC0576; VC_0576,sspA,stringent starvation protein SspA,-0.694977989450318,0.008059326726077
VC_RS02945,VC0577; VC_0577,sspB,ClpXP protease specificity-enhancing factor,-1.18210918697431,1.71258981460386e-05
VC_RS02950,VC0578; VC_0578,,BON domain-containing protein,1.07772556602072,1.66773906009877e-05
VC_RS02955,VC0579; VC_0579,,phosphoheptose isomerase,0.365451631520546,0.142329578218521
VC_RS02960,VC0580; VC_0580,,YraN family protein,1.21651965877171,1.74902108411496e-05
VC_RS02965,VC0581; VC_0581,,penicillin-binding protein activator,0.881103735141078,0.0702141364256759
VC_RS02970,VC0582; VC_0582,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,-0.425470918992286,0.301665653499982
VC_RS02975,VC0583; VC_0583,hapR,quorum-sensing master transcriptional regulator HapR,1.63783585772718,1.80831802572771e-05
VC_RS02980,VC0585; VC_0585,hpt,hypoxanthine phosphoribosyltransferase,-0.0139257737834591,0.953422354028593
VC_RS02985,VC0586; VC_0586,can,carbonate dehydratase,0.180667082257959,0.51745582905442
VC_RS02990,VC0587; VC_0587,,SulP family inorganic anion transporter,0.452065631779542,0.0080082685440766
VC_RS02995,VC0589; VC_0589,,ABC transporter ATP-binding protein,3.68832896903083,1.21061677161742e-06
VC_RS03000,VC0590; VC_0590,,ABC transporter permease,3.46624563451031,4.5814510743057e-07
VC_RS03005,VC0591; VC_0591,panC,pantoate--beta-alanine ligase,-0.488640088591483,0.281640334884645
VC_RS03010,VC0592; VC_0592,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,-1.52219724108476,7.74606078516026e-06
VC_RS03015,VC0593; VC_0593,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,-1.28127979154263,0.0004238708238368
VC_RS03020,VC0594; VC_0594,pcnB,polynucleotide adenylyltransferase PcnB,-0.0312788930933741,0.837437566231278
VC_RS03025,VC0595; VC_0595,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,-0.478171883778723,0.0223930213889542
VC_RS03030,VC0596; VC_0596,dksA,RNA polymerase-binding protein DksA,0.96845152325912,0.190668515781602
VC_RS03035,VC0597; VC_0597,sfsA,DNA/RNA nuclease SfsA,1.74201878054168,6.33980751353972e-05
VC_RS03040,VC0600; VC_0600,,alpha/beta fold hydrolase,0.137814301554299,0.594367347272344
VC_RS03045,VC0601; VC_0601,hrpB,ATP-dependent helicase HrpB,0.529897217247141,0.0068803050323273
VC_RS03050,VC0602; VC_0602,mrcB,penicillin-binding protein 1B,0.717017990797749,0.0011310002399243
VC_RS03055,VC0603; VC_0603,,patatin-like phospholipase family protein,0.152920035107266,0.330253853864195
VC_RS03060,VC0604; VC_0604,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,0.354817241397666,0.10494760399154
VC_RS03065,VC0605; VC_0605,,YacL family protein,-0.308020613954441,0.273920489582818
VC_RS03070,VC0606; VC_0606,glnK,P-II family nitrogen regulator,-1.33900032472018,0.0130753394879889
VC_RS03075,VC0607; VC_0607,,ammonium transporter,-0.563462147616245,0.0334998905830568
VC_RS03080,VC0608; VC_0608,,Fe(3+) ABC transporter substrate-binding protein,0.543351401460173,0.0211645157140517
VC_RS03085,VC0609; VC_0609,,ABC transporter permease,-0.643156734766844,0.0014613568782809
VC_RS03090,VC0610; VC_0610,,ABC transporter ATP-binding protein,-0.0494361951744287,0.772442928223705
VC_RS03095,VC0611; VC_0611,,phosphoglucomutase/phosphomannomutase family protein,0.273340357435567,0.171905566902945
VC_RS03100,VC0612; VC_0612,,GH36-type glycosyl hydrolase domain-containing protein,-0.275485255664236,0.138481001643524
VC_RS03105,VC0613; VC_0613,,beta-N-acetylhexosaminidase,1.95229715688256,0.0178034704530745
VC_RS03110,VC0614; VC_0614,,N-acetylglucosamine kinase,-0.247856782114058,0.491467577165509
VC_RS03115,VC0615; VC_0615,,glycoside hydrolase family 9 protein,0.34734149829266,0.143238296418586
VC_RS03120,VC0616; VC_0616,,ABC transporter ATP-binding protein,0.0586170742051279,0.953089728868499
VC_RS03125,VC0617; VC_0617,,ABC transporter ATP-binding protein,0.347067565080043,0.220328852976983
VC_RS03130,VC0618; VC_0618,,ABC transporter permease,0.108845473485515,0.6091348087474
VC_RS03135,VC0619; VC_0619,,ABC transporter permease,0.491869760990641,0.0993327308416645
VC_RS03140,VC0620; VC_0620,,ABC transporter substrate-binding protein,0.867948006253575,0.0051088358837869
VC_RS03145,VC0622; VC_0622,chiS,two-component system sensor histidine kinase ChiS,-0.591728751103793,0.0054854670279631
VC_RS03150,VC0623; VC_0623,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC,-0.854371029652479,4.83019565954933e-05
VC_RS03155,VC0624; VC_0624,,AI-2E family transporter,-0.499381626988974,0.137134367033727
VC_RS03165,VC0626; VC_0626,hemL,"glutamate-1-semialdehyde 2,1-aminomutase",-0.582021527148745,0.0080300752574789
VC_RS03170,VC0627; VC_0627,erpA,iron-sulfur cluster insertion protein ErpA,0.552595470187643,0.0269394745334494
VC_RS03175,VC0628; VC_0628,vexE,multidrug efflux RND transporter periplasmic adaptor subunit VexE,-0.320203568811296,0.0473712495789818
VC_RS03180,VC0629; VC_0629,vexF,multidrug efflux RND transporter permease subunit VexF,-0.867659024810935,0.0010998495970821
VC_RS03185,VC0630; VC_0630,,peptidoglycan DD-metalloendopeptidase family protein,0.270543489942126,0.455944560400157
VC_RS03190,VC0631; VC_0631,tyrS,tyrosine--tRNA ligase,0.503104518723315,0.0185304623620105
VC_RS03195,VC0632; VC_0632,dacB,serine-type D-Ala-D-Ala carboxypeptidase,-0.270006557060504,0.149641224732935
VC_RS03200,VC0633; VC_0633,ompU,porin OmpU,0.533668390942817,0.208559202238245
VC_RS03205,VC0634; VC_0634,greA,transcription elongation factor GreA,-0.612779259378323,0.068324234197408
VC_RS03210,VC0635; VC_0635,yhbY,ribosome assembly RNA-binding protein YhbY,-1.69932772203604,0.0006082722720292
VC_RS03215,VC0636; VC_0636,rlmE,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,1.40583716910325,8.21775125400547e-06
VC_RS03220,VC0637; VC_0637,ftsH,ATP-dependent zinc metalloprotease FtsH,0.478966883914565,0.0227773518624859
VC_RS03225,VC0638; VC_0638,folP,dihydropteroate synthase,-0.378446562368239,0.0171613232746731
VC_RS03230,VC0639; VC_0639,glmM,phosphoglucosamine mutase,-0.287911174352324,0.143437237496625
VC_RS03235,VC0640; VC_0640,secG,preprotein translocase subunit SecG,-0.563676006618851,0.0202884362817877
VC_RS03250,VC0641; VC_0641,rimP,ribosome maturation factor RimP,-1.23118610021898,0.0002333561205892
VC_RS03255,VC0642; VC_0642,nusA,transcription termination factor NusA,-1.81052199330406,8.1294582605285e-06
VC_RS03260,VC0643; VC_0643,infB,translation initiation factor IF-2,-2.09078872116157,4.82807494436112e-07
VC_RS03265,VC0644; VC_0644,rbfA,30S ribosome-binding factor RbfA,-2.57984399357358,1.06073254990223e-07
VC_RS03270,VC0645; VC_0645,truB,tRNA pseudouridine(55) synthase TruB,-2.38230200072611,2.26339070394392e-07
VC_RS03275,VC0646; VC_0646,rpsO,30S ribosomal protein S15,-0.897894448053806,0.0045335667804732
VC_RS03280,VC0647; VC_0647,pnp,polyribonucleotide nucleotidyltransferase,-2.31566873069085,5.49752410800483e-07
VC_RS03285,VC0648; VC_0648,nlpI,lipoprotein NlpI,-0.46770137362222,0.0020578411053061
VC_RS03290,VC0649; VC_0649,,MarR family winged helix-turn-helix transcriptional regulator,-0.828684557081114,0.0177999642224451
VC_RS03295,VC0650; VC_0650,vcrM,sodium-coupled multidrug efflux MATE transporter VcrM,-1.38705374985441,0.0003773703610663
VC_RS03300,VC0651; VC_0651,,U32 family peptidase,-0.219957399338568,0.690847675080502
VC_RS03305,VC0652; VC_0652,,ubiquinone anaerobic biosynthesis protein UbiU,-0.659852065186991,0.0997086281878437
VC_RS03310,VC0653; VC_0653,,bifunctional diguanylate cyclase/phosphodiesterase,0.106949816983551,0.558065230840469
VC_RS03315,VC0654; VC_0654,,ubiquinone anaerobic biosynthesis accessory factor UbiT,-0.277459838097519,0.485036876017983
VC_RS03320,VC0655; VC_0655,,GNAT family N-acetyltransferase,0.86221248709079,0.0131714912025964
VC_RS03325,VC0656; VC_0656,,DNA polymerase III subunit psi,0.673575968293332,0.0047853274277503
VC_RS03330,VC0657; VC_0657,rimI,ribosomal protein S18-alanine N-acetyltransferase,0.0631610759932269,0.696257875462449
VC_RS03335,VC0658; VC_0658,,putative bifunctional diguanylate cyclase/phosphodiesterase,0.671220761893711,0.0683593997064537
VC_RS03340,VC0659; VC_0659,prfC,peptide chain release factor 3,0.0903107260983376,0.600827046160625
VC_RS03345,VC0660; VC_0660,srmB,ATP-dependent RNA helicase SrmB,-1.16349532601693,0.0002079105923328
VC_RS03350,VC0661; VC_0661,,tRNA1(Val) (adenine(37)-N6)-methyltransferase,-0.14710356596039,0.480741239459836
VC_RS03355,VC0662; VC_0662,brnQ,branched-chain amino acid transport system II carrier protein,-0.613544747694467,0.0010311516872819
VC_RS03360,VC0663; VC_0663,prfB,peptide chain release factor 2,-0.034674604436876,0.905820541295462
VC_RS03365,VC0664; VC_0664,lysS,lysine--tRNA ligase,-0.257002667247782,0.155436693387568
VC_RS03370,VC0665; VC_0665,vpsR,cyclic-di-GMP-binding transcriptional regulator VpsR,0.842490573213708,0.0008652948192167
VC_RS03375,VC0666; VC_0666,,hypothetical protein,-0.830545883022028,0.0247733198144375
VC_RS03380,VC0667; VC_0667,,NADP(H)-dependent aldo-keto reductase,-0.691289846254176,0.0603905464385008
VC_RS03385,VC0668; VC_0668,mutH,DNA mismatch repair endonuclease MutH,-0.476737389228885,0.0238776511191894
VC_RS03390,VC0671; VC_0671,rppH,RNA pyrophosphohydrolase,0.614060424603232,0.0035156774937313
VC_RS03395,VC0672; VC_0672,ptsP,phosphoenolpyruvate--protein phosphotransferase,0.137108294004375,0.34879467755312
VC_RS03400,VC0673; VC_0673,,sulfite exporter TauE/SafE family protein,0.243607731873359,0.103459773933694
VC_RS03405,VC0674; VC_0674,lgt,prolipoprotein diacylglyceryl transferase,-0.464999613058815,0.0084099228117846
VC_RS03410,VC0675; VC_0675,,thymidylate synthase,-0.11376688012081,0.408967640749914
VC_RS03415,VC0676; VC_0676,,Na/Pi cotransporter family protein,-1.41570614917995,0.0011341703468402
VC_RS03420,VC0677; VC_0677,nhaR,transcriptional activator NhaR,0.139094750847075,0.600827046160625
VC_RS03425,VC0678; VC_0678,,ArsR/SmtB family transcription factor,0.513119442984537,0.0181695815987273
VC_RS03430,VC0679; VC_0679,rpsT,30S ribosomal protein S20,-1.219988273893,0.0002791151687692
VC_RS03435,VC0680; VC_0680,murJ,murein biosynthesis integral membrane protein MurJ,-0.168228518608499,0.468758835324382
VC_RS03440,VC0681; VC_0681,ribF,bifunctional riboflavin kinase/FAD synthetase,-0.20035163316556,0.136157596937053
VC_RS03445,VC0682; VC_0682,ileS,isoleucine--tRNA ligase,-0.462121046307647,0.0078911633961659
VC_RS03450,VC0683; VC_0683,lspA,signal peptidase II,-0.475548645335095,0.0562565283388033
VC_RS03455,VC0684; VC_0684,fkpB,FKBP-type peptidyl-prolyl cis-trans isomerase,-0.484109425839785,0.0080863023523043
VC_RS03460,VC0685; VC_0685,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0.52839874660759,0.0031876568353135
VC_RS03465,VC0687; VC_0687,,carbon starvation CstA family protein,-1.54752340403512,0.0021738337025116
VC_RS03470,VC0688; VC_0688,,DUF2799 domain-containing protein,-0.106617303317126,0.687312162377006
VC_RS03475,VC0689; VC_0689,,cation:proton antiporter,0.232775517770006,0.246309959093664
VC_RS03480,VC0690; VC_0690,murQ,N-acetylmuramic acid 6-phosphate etherase,0.868521427604456,0.0009345971535349
VC_RS03485,VC0691; VC_0691,,anhydro-N-acetylmuramic acid kinase,-1.43432392384783,0.051246921933774
VC_RS03490,VC0692; VC_0692,nagZ,beta-N-acetylhexosaminidase,0.968056582184936,0.0003151808686477
VC_RS03495,VC0693; VC_0693,btsR,two-component system response regulator BtsR,0.262800561555835,0.300568261399816
VC_RS03500,VC0694; VC_0694,,sensor histidine kinase,-0.407265858058806,0.0182464034712842
VC_RS03505,VC0695; VC_0695,,3-deoxy-7-phosphoheptulonate synthase,-1.53243144625413,2.17782605107017e-05
VC_RS03510,VC0696; VC_0696,tyrA,bifunctional chorismate mutase/prephenate dehydrogenase,-1.75180111302221,5.41427002462465e-06
VC_RS03515,VC0697; VC_0697,,PilZ domain-containing protein,0.901009896942615,0.0212059664356741
VC_RS03520,VC0698; VC_0698,ettA,energy-dependent translational throttle protein EttA,-0.0663170651735498,0.842763070483038
VC_RS03525,VC0700; VC_0700,sltY,murein transglycosylase,1.66154972371042,7.03306471529822e-06
VC_RS03530,VC0701; VC_0701,trpR,trp operon repressor,1.19879487103155,1.74226610821045e-05
VC_RS03535,VC0702; VC_0702,yjjX,inosine/xanthosine triphosphatase,-0.717751272317273,0.0845460497365293
VC_RS03540,VC0703; VC_0703,mbaA,biofilm architecture maintenance protein MbaA,-0.340251351559041,0.0904227921374191
VC_RS03545,VC0704; VC_0704,nspS,polyamine ABC transporter substrate-binding protein,-0.526879463598432,0.011601994493182
VC_RS03550,VC0705; VC_0705,pheA,prephenate dehydratase,-0.44041502549841,0.0469732568748135
VC_RS03555,VC0706; VC_0706,hpf,"ribosome hibernation-promoting factor, HPF/YfiA family",-1.7906641793728,0.0015636926730215
VC_RS03560,VC0708; VC_0708,,outer membrane protein assembly factor BamD,-0.220683402808042,0.486111651239304
VC_RS03565,VC0709; VC_0709,rluD,23S rRNA pseudouridine(1911/1915/1917) synthase RluD,-1.22564173260914,3.74566425093776e-05
VC_RS03570,VC0710; VC_0710,pgeF,peptidoglycan editing factor PgeF,-1.7487308248647,4.205642093103e-05
VC_RS03575,VC0711; VC_0711,clpB,ATP-dependent chaperone ClpB,4.11235943409937,7.67007941045635e-08
VC_RS03605,VC0714; VC_0714,,DUF1904 domain-containing protein,-0.805544141613818,0.0439531490101941
VC_RS03610,VC0715; VC_0715,nfsA,oxygen-insensitive NADPH nitroreductase,0.360549981939993,0.262264453618747
VC_RS03615,VC0716; VC_0716,,YfhL family 4Fe-4S dicluster ferredoxin,-1.10335677638034,0.0003492676148378
VC_RS03620,VC0717; VC_0717,yegQ,tRNA 5-hydroxyuridine modification protein YegQ,-1.04011704022298,0.0025168153541432
VC_RS03625,VC0718; VC_0718,rdgC,recombination-associated protein RdgC,-0.492180014175194,0.0308201532000776
VC_RS03630,VC0719; VC_0719,phoB,phosphate regulon transcriptional regulator PhoB,0.481457335863785,0.0225511667828549
VC_RS03635,VC0720; VC_0720,phoR,phosphate regulon sensor histidine kinase PhoR,-0.229770737260943,0.258245700869279
VC_RS03640,VC0721; VC_0721,,PstS family phosphate ABC transporter substrate-binding protein,0.404107598492997,0.0992240990485122
VC_RS03645,VC0722; VC_0722,ppx,exopolyphosphatase,0.992617561992953,0.0003914465566281
VC_RS03650,VC0723; VC_0723,ppk1,polyphosphate kinase 1,0.62222416650675,0.0263041437497191
VC_RS03655,VC0724; VC_0724,,ABC transporter permease subunit,-0.72842309019871,0.0028393902845283
VC_RS03660,VC0725; VC_0725,pstA,phosphate ABC transporter permease PstA,-0.157011087689301,0.317560377385582
VC_RS03665,VC0726; VC_0726,pstB,phosphate ABC transporter ATP-binding protein PstB,0.500679907124164,0.0124407662562302
VC_RS03670,VC0727; VC_0727,phoU,phosphate signaling complex protein PhoU,2.77634050663598,7.51154585186226e-08
VC_RS03675,VC0728; VC_0728,ppk2,polyphosphate kinase 2,-0.478324374761836,0.0775543201635249
VC_RS03680,VC0730; VC_0730,,copper homeostasis protein CutC,0.958290511790928,0.018416792093946
VC_RS03685,VC0731; VC_0731,,peroxiredoxin C,0.662167812485966,0.0325782744418534
VC_RS03690,VC0732; VC_0732,,hydrogen peroxide-inducible genes activator,-0.137361067558136,0.49918589300911
VC_RS03695,VC0734; VC_0734,aceB,malate synthase A,-1.23229259489679,0.0056949703336085
VC_RS03700,VC0736; VC_0736,aceA,isocitrate lyase,-1.11864386190154,0.0121527868746306
VC_RS03705,VC0737; VC_0737,,CBS domain-containing protein,1.56935633713018,5.75167333864145e-05
VC_RS03710,VC0739; VC_0739,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,-1.70832403003303,1.36672967956285e-05
VC_RS03715,VC0741; VC_0741,tgt,tRNA guanosine(34) transglycosylase Tgt,-0.970378921804456,0.0003053880414116
VC_RS03720,VC0742; VC_0742,yajC,preprotein translocase subunit YajC,1.72540032917141,2.6827278774646e-06
VC_RS03725,VC0743; VC_0743,secD,protein translocase subunit SecD,0.175222778620488,0.227214827309712
VC_RS03730,VC0744; VC_0744,secF,protein translocase subunit SecF,0.179619170107451,0.343882119268671
VC_RS03735,VC0745; VC_0745,suhB,inositol-1-monophosphatase,-2.21659797663644,3.86451150468027e-05
VC_RS03740,VC0746; VC_0746,trmJ,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,-0.364587104371241,0.0748945988030818
VC_RS03745,VC0747; VC_0747,iscR,Fe-S cluster assembly transcriptional regulator IscR,-1.38179104712568,8.16556109684e-05
VC_RS03750,VC0748; VC_0748,,IscS subfamily cysteine desulfurase,-0.993514490762603,9.85470426678702e-05
VC_RS03755,VC0749; VC_0749,iscU,Fe-S cluster assembly scaffold IscU,-0.196434105725465,0.506547526396673
VC_RS03760,VC0750; VC_0750,iscA,iron-sulfur cluster assembly protein IscA,-0.366182213313189,0.0610975275096323
VC_RS03765,VC0751; VC_0751,hscB,co-chaperone HscB,-0.749854557870414,0.0008678784845482
VC_RS03770,VC0752; VC_0752,hscA,Fe-S protein assembly chaperone HscA,-0.447706009797513,0.0152320189473928
VC_RS03775,VC0753; VC_0753,fdx,ISC system 2Fe-2S type ferredoxin,0.0492006987149657,0.826980469530118
VC_RS03780,VC0754; VC_0754,iscX,Fe-S cluster assembly protein IscX,-0.710127677960502,0.0080212249586756
VC_RS03785,VC0755; VC_0755,pepB,aminopeptidase PepB,0.211183699213993,0.307846810895302
VC_RS03790,VC0756; VC_0756,ndk,nucleoside-diphosphate kinase,0.761312533951276,0.0026508116890618
VC_RS03795,VC0757; VC_0757,,bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN,-1.34039873334362,4.98509334552893e-06
VC_RS03800,VC0758; VC_0758,rodZ,cytoskeleton protein RodZ,-0.401525242509013,0.0096446070331868
VC_RS03805,VC0759; VC_0759,ispG,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,-0.282139991774114,0.245015652035903
VC_RS03810,VC0760; VC_0760,hisS,histidine--tRNA ligase,-0.628289899926354,0.0018762073852255
VC_RS03815,VC0761; VC_0761,,YfgM family protein,-0.463427201666702,0.0042451333762619
VC_RS03820,VC0762; VC_0762,bamB,outer membrane protein assembly factor BamB,-0.448682184248955,0.0046363477667249
VC_RS03825,VC0763; VC_0763,der,ribosome biogenesis GTPase Der,-1.16610896173541,3.57250806428395e-05
VC_RS03830,VC0764; VC_0764,,alanyl-tRNA editing protein,-0.22006396178124,0.505336561598213
VC_RS03835,VC0765; VC_0765,,zinc ribbon domain-containing protein,-0.0337171110463788,0.922816784923536
VC_RS03840,VC0766; VC_0766,xseA,exodeoxyribonuclease VII large subunit,-1.1238595919272,0.0003042585709446
VC_RS03845,VC0767; VC_0767,guaB,IMP dehydrogenase,-1.75120806499921,3.31279041841763e-05
VC_RS03850,VC0768; VC_0768,guaA,glutamine-hydrolyzing GMP synthase,-1.41455658659397,4.80357714118391e-05
VC_RS03855,VC0769; VC_0769,,chitinase,1.10336704782496,0.0348604295082931
VC_RS03860,VC0770; VC_0770,,acetate uptake transporter,-0.0818913465990313,0.78626354850719
VC_RS03865,VC0771; VC_0771,vibB,vibriobactin biosynthesis bifunctional isochorismatase/aryl carrier protein VibB,-1.08601190994572,0.0015655969410609
VC_RS03870,VC0772; VC_0772,,"(2,3-dihydroxybenzoyl)adenylate synthase",-0.463139240143078,0.161548892745874
VC_RS03875,VC0773; VC_0773,,isochorismate synthase,-1.11994303869272,0.0004446312192099
VC_RS03880,VC0774; VC_0774,,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",-0.718257522277236,0.0190995727918356
VC_RS03885,VC0775; VC_0775,vibH,"norspermidine-2,3-dihydroxybenzoate synthase VibH",-0.833517885728709,0.0116693527118356
VC_RS03890,VC0776; VC_0776,fepB,Fe2+-enterobactin ABC transporter substrate-binding protein,-0.211828077958546,0.327997907073772
VC_RS03895,VC0777; VC_0777,,FecCD family ABC transporter permease,0.0228077438232466,0.903992457666911
VC_RS03900,VC0778; VC_0778,,FecCD family ABC transporter permease,-0.285468637410153,0.075394873364202
VC_RS03905,VC0779; VC_0779,,ABC transporter ATP-binding protein,0.658596295156521,0.0077126623512709
VC_RS03910,VC0780; VC_0780,,4'-phosphopantetheinyl transferase family protein,-0.83470896714888,0.0127122089020294
VC_RS03915,VC0781; VC_0781,,LysR family transcriptional regulator,-0.290224203959299,0.172082052619761
VC_RS03920,VC0783; VC_0783,,alkyl/aryl-sulfatase,-0.959980334439528,0.030980171528544
VC_RS03925,VC0784; VC_0784,,alanine/glycine:cation symporter family protein,-0.246813782975225,0.352006939616851
VC_RS03930,VC0786; VC_0786,,D-amino acid dehydrogenase,0.436921081661834,0.0154734769046386
VC_RS03935,VC0787; VC_0787,,LysR substrate-binding domain-containing protein,-0.344099116727028,0.150553425259488
VC_RS03940,VC0788; VC_0788,,"DOPA 4,5-dioxygenase family protein",-0.0572341154095455,0.809214608039923
VC_RS03945,VC0789; VC_0789,,hypothetical protein,-0.300538035830853,0.328806972266086
VC_RS03950,VC0790; VC_0790,,response regulator,0.421452028364413,0.266480988752973
VC_RS03955,VC0791; VC_0791,,ATP-binding protein,0.985973206648595,0.119664327902687
VC_RS03960,VC0792; VC_0792,,sodium ion-translocating decarboxylase subunit beta,-0.207758991214405,0.592899917729885
VC_RS03965,VC0793m; VC_0793,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,0.443548818100768,0.667464248844798
VC_RS03970,VC0794; VC_0794,,OadG family protein,0.25266869072285,0.805526854698739
VC_RS03975,VC0795; VC_0795,,citrate/sodium symporter CitS,0.552184569538403,0.127525573925936
VC_RS03980,VC0796; VC_0796,citC,[citrate (pro-3S)-lyase] ligase,1.57648569780574,0.0470347149739351
VC_RS03990,VC0798; VC_0798,citE,citrate (pro-3S)-lyase subunit beta,1.02897367751145,0.0208693199502982
VC_RS03995,VC0799; VC_0799,citF,citrate lyase subunit alpha,0.826738433327141,0.0146012446658597
VC_RS04000,VC0800; VC_0800,citX,citrate lyase holo-[acyl-carrier protein] synthase,0.553323245414116,0.0820620959383099
VC_RS04005,VC0801; VC_0801,citG,triphosphoribosyl-dephospho-CoA synthase CitG,0.523965290731564,0.0965889660021995
VC_RS04010,VC0802; VC_0802,,ACT domain-containing protein,2.58608931892158,5.41427002462465e-06
VC_RS04015,VC0803; VC_0803,,RNA methyltransferase,-0.116501077845427,0.57154408407601
VC_RS04020,VC0804; VC_0804,fdxA,ferredoxin FdxA,-1.30143876305541,0.0166604971280645
VC_RS04025,VC0806; VC_0806,,NAD(P)/FAD-dependent oxidoreductase,0.107504036944021,0.811638979611347
VC_RS04030,VC0807; VC_0807,,VC0807 family protein,0.485387101172839,0.0140208387860569
VC_RS04035,VC0809; VC_0809,,SWIM zinc finger family protein,0.397891289741419,0.0505405398103152
VC_RS04040,VC0810; VC_0810,,hypothetical protein,-0.534280410334098,0.142462412886225
VC_RS04045,VC0811; VC_0811,,nuclease-related domain-containing protein,0.177353389521574,0.660220192202908
VC_RS04050,VC0812; VC_0812,,DEAD/DEAH box helicase family protein,0.532964968398464,0.0483749487047092
VC_RS04055,VC0813; VC_0813,,class I SAM-dependent methyltransferase,0.480620252163568,0.049660336631382
VC_RS04060,VC0814; VC_0814,,helix-turn-helix transcriptional regulator,0.287134636718104,0.282524248188814
VC_RS04065,VC0815; VC_0815,,type II toxin-antitoxin system HipA family toxin,0.477528141709493,0.0732573261139804
VC_RS04070,VC0817; VC_0817,,IS481-like element ISVch1 family transposase,-0.211481332610834,0.765280636779655
VC_RS04075,VC0818; VC_0818,,IS5 family transposase,-0.124183549979071,0.681422953018501
VC_RS04080,VC0819; VC_0819,,aldehyde dehydrogenase family protein,-0.899283312620524,0.0146690605514364
VC_RS04085,VC0820; VC_0820,,M66 family metalloprotease,-0.515669302514112,0.201157543755621
VC_RS04095,VC0823; VC_0823,,anthrax toxin lethal factor-related metalloendopeptidase,-1.28682383226473,0.0001471888588959
VC_RS04100,VC0824; VC_0824,tpx,thiol peroxidase,0.62864996885995,0.0081246058208384
VC_RS04105,VC0825; VC_0825,tcpI,toxin-coregulated pilus methyl-accepting chemotaxis protein TcpI,0.186502392063934,0.470342079990622
VC_RS04110,VC0826; VC_0826,tcpP,toxin-coregulated pilus transcriptional regulator TcpP,1.82905247658814,0.0001538035865934
VC_RS04115,VC0827; VC_0827,tcpH,toxin-coregulated pilus protein TcpH,1.4133438678146,0.0007289487817878
VC_RS04120,VC0828; VC_0828,tcpA,toxin-coregulated pilus major pilin TcpA,0.233043570502361,0.543761745306251
VC_RS04125,VC0829; VC_0829,tcpB,toxin-coregulated pilus minor pilin TcpB,0.262346929497036,0.603365335249183
VC_RS04130,VC0830; VC_0830,tcpQ,toxin-coregulated pilus protein TcpQ,0.475481636218686,0.262264453618747
VC_RS04135,VC0831; VC_0831,tcpC,toxin-coregulated pilus secretin TcpC,0.133133655247324,0.782544230371967
VC_RS04140,VC0832; VC_0832,tcpR,toxin-coregulated pilus protein TcpR,-0.859626035144528,0.314724266011724
VC_RS04145,VC0833; VC_0833,tcpD,toxin-coregulated pilus protein TcpD,-1.09236550352256,0.0473117235779519
VC_RS04150,VC0834; VC_0834,tcpS,toxin-coregulated pilus protein TcpS,-0.333426282252526,0.487443668112045
VC_RS04155,VC0835; VC_0835,tcpT,toxin-coregulated pilus assembly ATPase TcpT,-0.48077769988901,0.184130401271438
