locus,oldLocus,gene,description,logFC,qvalue
VC_RS11420,VC2370; VC_2370,,diguanylate cyclase domain-containing protein,-0.355276266656073,0.0540896540591101
VC_RS11425,VC2371; VC_2371,,TIGR01212 family radical SAM protein,-0.0961499633945794,0.805494599572755
VC_RS11430,VC2373; VC_2373,gltB,glutamate synthase large subunit,-1.95007942009112,5.41427002462465e-06
VC_RS11435,VC2374; VC_2374,,glutamate synthase subunit beta,-1.74181364821169,5.73035409001719e-05
VC_RS11440,VC2376; VC_2376,gltB,glutamate synthase large subunit,-1.13485419592198,0.0003759520538294
VC_RS11445,VC2377; VC_2377,,FAD-dependent oxidoreductase,-0.841007270336343,0.0081246058208384
VC_RS11450,VC2378; VC_2378,,DUF1499 domain-containing protein,-0.126721517010704,0.546766481042233
VC_RS11455,VC2379; VC_2379,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,0.0152579092843798,0.941245543412009
VC_RS11460,VC2380; VC_2380,,cobalamin biosynthesis family protein,-0.319860820534143,0.156318118152953
VC_RS11465,VC2381; VC_2381,btuF,vitamin B12 ABC transporter substrate-binding protein BtuF,-0.264467554349196,0.125697980940379
VC_RS11470,VC2382; VC_2382,,TRIC cation channel family protein,-0.657225720767526,0.0187285258548445
VC_RS11475,VC2383; VC_2383,,LysR family transcriptional regulator,0.509327861640714,0.0458574230844411
VC_RS11480,VC2384; VC_2384,,TSUP family transporter,-0.272275135572736,0.131335329822634
VC_RS11485,VC2385; VC_2385,,retron St85 family RNA-directed DNA polymerase,-0.849348212705926,0.0286717672873038
VC_RS11490,VC2386; VC_2386,,AAA family ATPase,-1.31528703010134,0.0055051134920461
VC_RS11495,VC2387; VC_2387,,retron system putative HNH endonuclease,-0.942092154190304,0.0284692345127261
VC_RS11500,VC2388; VC_2388,,hypothetical protein,-2.15025607125606,2.55443632232539e-06
VC_RS11505,VC2389; VC_2389,carB,carbamoyl-phosphate synthase large subunit,-0.0400380077489983,0.884845132578075
VC_RS11510,VC2390; VC_2390,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,-0.617318028544869,0.0336851251068648
VC_RS11515,,,hypothetical protein,1.030568815162,0.487379051135923
VC_RS11520,VC2391; VC_2391,dapB,4-hydroxy-tetrahydrodipicolinate reductase,0.979938298538569,0.0077733373667649
VC_RS11525,VC2392; VC_2392,mutT,8-oxo-dGTP diphosphatase MutT,1.47541194422599,4.13542755174509e-06
VC_RS11530,VC2394; VC_2394,secA,preprotein translocase subunit SecA,1.51445279232692,1.37461857414899e-05
VC_RS11535,VC2395; VC_2395,,DUF721 domain-containing protein,-0.285090224782087,0.234277631649787
VC_RS11540,VC2396; VC_2396,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,0.105056898001673,0.605847395493233
VC_RS11545,VC2397; VC_2397,ftsZ,cell division protein FtsZ,0.135990222440231,0.387230335675493
VC_RS11550,VC2398; VC_2398,ftsA,cell division protein FtsA,0.357216327082435,0.0754740780571962
VC_RS11555,VC2399; VC_2399,,cell division protein FtsQ/DivIB,0.352039673285172,0.0823203010879902
VC_RS11560,VC2400; VC_2400,murC,UDP-N-acetylmuramate--L-alanine ligase,0.744373096106762,0.0043436933127563
VC_RS11565,VC2401; VC_2401,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,0.857150623811899,0.0005721898475572
VC_RS11570,VC2402; VC_2402,ftsW,cell division protein FtsW,0.346353647216489,0.0737354331165099
VC_RS11575,VC2403; VC_2403,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,-0.0764000142098833,0.716691743304911
VC_RS11580,VC2404; VC_2404,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,-0.0110277042914612,0.952853780844238
VC_RS11585,VC2405; VC_2405,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,0.459604221134953,0.0349357618584793
VC_RS11590,VC2406; VC_2406,murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",0.400985488689176,0.0627897525254474
VC_RS11595,VC2407; VC_2407,,penicillin-binding protein 3,0.465626452220677,0.0364045864775768
VC_RS11600,VC2408; VC_2408,ftsL,cell division protein FtsL,-0.0474662863881117,0.852200607222071
VC_RS11605,VC2409; VC_2409,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,0.262483820492035,0.172794934812919
VC_RS11615,VC2412; VC_2412,lpdA,dihydrolipoyl dehydrogenase,0.340479567423346,0.149724262371781
VC_RS11620,VC2413; VC_2413,aceF,pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase,0.323299262199995,0.225644805952978
VC_RS11625,VC2414; VC_2414,aceE,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",0.140728765071905,0.553326293189316
VC_RS11630,VC2415; VC_2415,pdhR,pyruvate dehydrogenase complex transcriptional repressor PdhR,-0.112087946119766,0.723101855766279
VC_RS11635,VC2416; VC_2416,,bifunctional metallophosphatase/5'-nucleotidase,-0.0328108778382834,0.83418860028279
VC_RS11640,VC2417; VC_2417,recJ,single-stranded-DNA-specific exonuclease RecJ,0.244191195832382,0.145581372823372
VC_RS11645,VC2418; VC_2418,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,0.288957298121154,0.134222002631545
VC_RS11650,VC2419; VC_2419,xerD,site-specific tyrosine recombinase XerD,0.77410012152366,0.0006359620601795
VC_RS11655,VC2420; VC_2420,fldB,flavodoxin FldB,0.26548058197013,0.200406762041917
VC_RS11660,VC2421; VC_2421,ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",0.313224890837445,0.0662924162280496
VC_RS11665,VC2422; VC_2422,nadC,carboxylating nicotinate-nucleotide diphosphorylase,0.0482166961894308,0.773435121911642
VC_RS11670,VC2423; VC_2423,,pilin,0.628561880340762,0.133102715655904
VC_RS11675,VC2424; VC_2424,pilB,type IV-A pilus assembly ATPase PilB,0.38763808293298,0.123155576405327
VC_RS11680,VC2425; VC_2425,,type II secretion system F family protein,0.0143976048855622,0.972521730329465
VC_RS11685,VC2426; VC_2426,,prepilin peptidase,0.0525791570037837,0.728235712626078
VC_RS11690,VC2427; VC_2427,coaE,dephospho-CoA kinase,0.101004370555059,0.642403749125715
VC_RS11695,VC2428; VC_2428,zapD,cell division protein ZapD,0.748684500173277,0.0005429013682706
VC_RS11700,VC2429; VC_2429,yacG,DNA gyrase inhibitor YacG,-0.303349928204308,0.446483839234395
VC_RS11705,VC2430; VC_2430,parC,DNA topoisomerase IV subunit A,0.0516135965955131,0.775104855606724
VC_RS11710,VC2431; VC_2431,parE,DNA topoisomerase IV subunit B,0.0326515585070435,0.877810309519986
VC_RS11715,VC2432; VC_2432,yqiA,esterase YqiA,0.181603042472777,0.297273593213153
VC_RS11720,VC2433; VC_2433,cpdA,"3',5'-cyclic-AMP phosphodiesterase",-0.300630223886379,0.150553425259488
VC_RS11725,VC2434; VC_2434,,DUF1249 family protein,0.167598774005623,0.386036038792446
VC_RS11730,VC2435; VC_2435,nudF,ADP-ribose diphosphatase,-0.485252048433095,0.109869772622089
VC_RS11735,VC2436; VC_2436,tolC,outer membrane channel protein TolC,0.309229121687478,0.0846975216052598
VC_RS11740,VC2437; VC_2437,hldE,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE,0.545839717445892,0.0032632004662184
VC_RS11745,VC2438; VC_2438,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,0.445619057261747,0.0423629242426709
VC_RS11750,VC2439; VC_2439,,methyl-accepting chemotaxis protein,-0.626192303893846,0.0027668647250155
VC_RS11755,VC2440; VC_2440,,inorganic triphosphatase,0.609062784862326,0.0020578411053061
VC_RS11760,VC2441; VC_2441,,TIGR00153 family protein,0.0375289888307951,0.825804018034046
VC_RS11765,VC2442; VC_2442,,inorganic phosphate transporter,-0.590293241877056,0.0011608530869766
VC_RS11770,VC2443; VC_2443,,TIGR04211 family SH3 domain-containing protein,0.539351305904304,0.0078338324814503
VC_RS11775,VC2444; VC_2444,,general secretion pathway protein GspB,-0.210279752603076,0.236069313452529
VC_RS11780,VC2445; VC_2445,,AAA family ATPase,0.195103792767194,0.191970990615251
VC_RS11785,VC2446; VC_2446,,multifunctional CCA addition/repair protein,0.0295427813494286,0.871170550039221
VC_RS11790,VC2447; VC_2447,eno,phosphopyruvate hydratase,0.58627875212623,0.0147362716363482
VC_RS11795,VC2448; VC_2448,,CTP synthase,-0.520399248616712,0.0163329108487208
VC_RS11800,VC2450; VC_2450,mazG,nucleoside triphosphate pyrophosphohydrolase,0.677839877395633,0.0051363711623844
VC_RS11805,VC2451; VC_2451,relA,GTP diphosphokinase,0.79875145603896,0.0015768668141803
VC_RS11810,VC2452; VC_2452,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.534476621085959,0.0033534450610725
VC_RS11815,VC2453; VC_2453,barA,two-component sensor histidine kinase BarA,0.245913807966335,0.219741940280838
VC_RS11820,VC2454; VC_2454,,GGDEF domain-containing protein,0.648263300227706,0.0108546553561348
VC_RS11825,VC2455; VC_2455,,hypothetical protein,0.791236981824774,0.007805503306444
VC_RS11830,VC2456; VC_2456,,hypothetical protein,0.787394078189917,0.0026803747936103
VC_RS11835,VC2457; VC_2457,acpS,holo-ACP synthase,0.453523648433656,0.0095727256961831
VC_RS11840,VC2458; VC_2458,pdxJ,pyridoxine 5'-phosphate synthase,0.885704164274093,0.0105166739636328
VC_RS11845,VC2459; VC_2459,recO,DNA repair protein RecO,-0.975543705086812,0.0004293348596613
VC_RS11850,VC2460; VC_2460,era,GTPase Era,-0.754270807299577,0.0005336454774198
VC_RS11855,VC2461; VC_2461,rnc,ribonuclease III,0.483214619106815,0.23110950551203
VC_RS11860,VC2462; VC_2462,lepB,signal peptidase I,-0.627524392964231,0.0033429609265962
VC_RS11865,VC2463; VC_2463,lepA,translation elongation factor 4,-0.0830134432237156,0.67155073762633
VC_RS11870,VC2464; VC_2464,,SoxR reducing system RseC family protein,1.02725872380576,0.000178657450173
VC_RS11875,VC2465; VC_2465,rseB,sigma-E factor regulatory protein RseB,0.258452493273836,0.292764337663124
VC_RS11880,VC2466; VC_2466,,sigma-E factor negative regulatory protein,0.633921998499916,0.0154935670813121
VC_RS11885,VC2467; VC_2467,rpoE,RNA polymerase sigma factor RpoE,0.587845304094978,0.0252708001101421
VC_RS11890,VC2469; VC_2469,nadB,L-aspartate oxidase,0.0840053424272734,0.7449792953933
VC_RS11895,VC2470; VC_2470,,hypothetical protein,-0.249060021530581,0.577199410437335
VC_RS11900,VC2471; VC_2471,,succinate dehydrogenase assembly factor 2,0.0921921819237295,0.7923932293703
VC_RS11905,VC2472; VC_2472,ygfZ,tRNA-modifying protein YgfZ,0.424665578040119,0.14895191631354
VC_RS11910,VC2473; VC_2473,,DUF1107 domain-containing protein,2.15165383973778,9.27891513333271e-06
VC_RS11915,VC2474; VC_2474,,FAD-dependent 2-octaprenylphenol hydroxylase,0.481115440198901,0.0208693199502982
VC_RS11920,VC2475; VC_2475,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,0.0254402914442069,0.888622700639577
VC_RS11925,VC2476; VC_2476,,YecA family protein,0.0282109822519291,0.948547571923539
VC_RS11930,VC2478; VC_2478,,cell division protein ZapA,-0.180455809000925,0.372915632654367
VC_RS11940,VC2479; VC_2479,,5-formyltetrahydrofolate cyclo-ligase,-0.624505698339386,0.0075565614960926
VC_RS11945,VC2480; VC_2480,rpiA,ribose-5-phosphate isomerase RpiA,-0.384954669942837,0.0473990125198427
VC_RS11950,VC2481; VC_2481,serA,phosphoglycerate dehydrogenase,-0.907181477046281,0.0016044891472803
VC_RS11955,VC2482; VC_2482,ilvN,acetolactate synthase small subunit,0.721860305808042,0.0022602866012927
VC_RS11960,VC2483; VC_2483,,acetolactate synthase 3 large subunit,0.202435921529966,0.378691868452722
VC_RS11965,VC2484; VC_2484,,AMP-dependent synthetase/ligase,-1.21822100690551,1.83458565689905e-05
VC_RS11970,VC2485; VC_2485,leuO,transcriptional regulator LeuO,1.19722593208388,1.12506285402925e-05
VC_RS11975,VC2487; VC_2487,,MJ1255/VC2487 family glycosyltransferase,0.0128316070987306,0.97684922812228
VC_RS11980,VC2488; VC_2488,,phosphatase PAP2 family protein,-0.149333579878537,0.71657723851688
VC_RS11985,VC2489; VC_2489,,TetR/AcrR family transcriptional regulator,0.526657865918897,0.0319918973549374
VC_RS11990,VC2490; VC_2490,leuA,2-isopropylmalate synthase,0.463748602092056,0.0459074680762722
VC_RS11995,VC2491; VC_2491,leuB,3-isopropylmalate dehydrogenase,0.863607399946261,0.0030876247807413
VC_RS12000,VC2492; VC_2492,leuC,3-isopropylmalate dehydratase large subunit,0.989833581526481,0.0018317361263788
VC_RS12005,VC2493; VC_2493,leuD,3-isopropylmalate dehydratase small subunit,1.04118498012692,0.0022679845182142
VC_RS12010,VC2494; VC_2494,,DUF547 domain-containing protein,0.08109819999691,0.872350355488013
VC_RS12050,VC2497; VC_2497,,HD-GYP domain-containing protein,0.0312915409450215,0.86015777151154
VC_RS12060,VC2498; VC_2498,,RDD family protein,0.0338826056973197,0.887669892520677
VC_RS12065,VC2499; VC_2499,lptG,LPS export ABC transporter permease LptG,-0.343095983092584,0.0719575131944453
VC_RS12070,VC2500; VC_2500,lptF,LPS export ABC transporter permease LptF,-0.392915249857822,0.012397272490362
VC_RS12075,VC2501; VC_2501,pepA,leucyl aminopeptidase,-0.231607771825251,0.322548151399679
VC_RS12080,VC2502; VC_2502,,DNA polymerase III subunit chi,-0.38717605710418,0.275120410582947
VC_RS12085,VC2503; VC_2503,,valine--tRNA ligase,-0.295743480474844,0.0339895768446791
VC_RS12090,VC2504; VC_2504,,D-2-hydroxyacid dehydrogenase,0.370123676528726,0.260035766219353
VC_RS12095,VC2505; VC_2505,,pseudouridine synthase,-0.799329851611282,0.0003904382958403
VC_RS12100,VC2506; VC_2506,rapA,RNA polymerase-associated protein RapA,-0.994941724313121,0.0001469926523668
VC_RS12105,VC2507; VC_2507,,PhoH family protein,0.253545191083088,0.266446987054707
VC_RS12110,VC2508; VC_2508,argF,ornithine carbamoyltransferase,0.420288827821316,0.262559651213386
VC_RS12115,VC2510; VC_2510,pyrB,aspartate carbamoyltransferase,-0.715553237482118,0.0136578850624172
VC_RS12120,VC2511; VC_2511,pyrI,aspartate carbamoyltransferase regulatory subunit,-0.402736407678433,0.120051540841288
VC_RS12125,VC2512; VC_2512,,RidA family protein,1.03084685759492,0.0015041543618617
VC_RS12130,VC2513; VC_2513,,1-acylglycerol-3-phosphate O-acyltransferase,-0.0544441708866442,0.818544493302173
VC_RS12135,VC2514; VC_2514,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1.14817690352587,1.10593214746761e-05
VC_RS12140,VC2515; VC_2515,ibaG,BolA family iron metabolism protein IbaG,0.60601616360312,0.0044457290076989
VC_RS12145,VC2516; VC_2516,,STAS domain-containing protein,1.28230034582373,9.23773689266173e-06
VC_RS12150,VC2517; VC_2517,mlaC,phospholipid-binding protein MlaC,1.60569389693452,1.76203851394285e-06
VC_RS12155,VC2518; VC_2518,mlaD,outer membrane lipid asymmetry maintenance protein MlaD,1.5883050117253,1.11699044851193e-05
VC_RS12160,VC2519; VC_2519,mlaE,lipid asymmetry maintenance ABC transporter permease subunit MlaE,1.2087111393952,5.99787077890064e-05
VC_RS12165,VC2520; VC_2520,mlaF,phospholipid ABC transporter ATP-binding protein MlaF,0.849588559232763,0.0241748608791345
VC_RS12170,VC2522; VC_2522,,calcium/sodium antiporter,-0.577931408055298,0.0086187221175162
VC_RS12175,VC2523; VC_2523,kdsD,arabinose-5-phosphate isomerase KdsD,-0.0984191484255412,0.513303612607243
VC_RS12180,VC2524; VC_2524,kdsC,3-deoxy-manno-octulosonate-8-phosphatase KdsC,1.02175987441864,7.31732472451385e-05
VC_RS12185,VC2525; VC_2525,lptC,LPS export ABC transporter periplasmic protein LptC,0.816786196103311,0.0003598458214149
VC_RS12190,VC2527; VC_2527,lptA,lipopolysaccharide transport periplasmic protein LptA,0.979966936057595,7.36790444475702e-05
VC_RS12195,VC2528; VC_2528,lptB,LPS export ABC transporter ATP-binding protein,0.82965655916668,9.05523815331906e-05
VC_RS12200,VC2529; VC_2529,,RNA polymerase factor sigma-54,1.32198183657482,0.0002975247980172
VC_RS12205,VC2530; VC_2530,hpf,ribosome hibernation promoting factor,1.44446460446406,2.67053019411803e-05
VC_RS12210,VC2531; VC_2531,ptsN,PTS IIA-like nitrogen regulatory protein PtsN,0.290449259362221,0.0982313521982132
VC_RS12215,VC2532; VC_2532,rapZ,RNase adapter RapZ,-0.0372809569553625,0.811638979611347
VC_RS12220,VC2533; VC_2533,,HPr family phosphocarrier protein,-0.257391850583918,0.271890779554189
VC_RS12225,VC2534; VC_2534,mgtE,magnesium transporter,-0.345172393600178,0.0190631829275745
VC_RS12230,VC2535; VC_2535,pmbA,metalloprotease PmbA,0.188776838028703,0.315531718356017
VC_RS12235,VC2536; VC_2536,yjgA,ribosome biogenesis factor YjgA,0.231791217442731,0.350913397140683
VC_RS12240,VC2537; VC_2537,thiQ,thiamine ABC transporter ATP-binding protein,0.022375920286539,0.938918981321796
VC_RS12245,VC2538; VC_2538,thiP,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,-0.066551019447011,0.782476989085249
VC_RS12250,VC2539; VC_2539,thiB,thiamine ABC transporter substrate binding subunit,-0.283096878721988,0.117300273289474
VC_RS12255,VC2541; VC_2541,,flavin prenyltransferase UbiX,0.526640512125332,0.0267501383879339
VC_RS12260,VC2542; VC_2542,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,0.604339579615496,0.109714267464408
VC_RS12265,VC2544; VC_2544,fbp,class 1 fructose-bisphosphatase,-1.32308065632367,0.0018328221123988
VC_RS12270,VC2545; VC_2545,ppa,inorganic diphosphatase,0.162866056978819,0.436403428722296
VC_RS12275,VC2546; VC_2546,,gamma-glutamylcyclotransferase family protein,0.638529376963308,0.0069246804983137
VC_RS12280,VC2547; VC_2547,,autotransporter assembly complex protein TamB,-0.132495363365564,0.817257244957856
VC_RS12285,VC2548; VC_2548,,autotransporter assembly complex protein TamA,0.518816866884636,0.0040523936303651
VC_RS12290,VC2549; VC_2549,msrA,peptide-methionine (S)-S-oxide reductase MsrA,-0.246907106490721,0.372817431905589
VC_RS12295,VC2550; VC_2550,,YtfJ family protein,-0.413108699941225,0.168613811427517
VC_RS12300,VC2551; VC_2551,,DUF2607 domain-containing protein,-1.08018314439476,0.0005074865987533
VC_RS12305,VC2552; VC_2552,,zinc uptake protein ZrgA,-1.26469994633551,0.0001449290149365
VC_RS12310,VC2553; VC_2553,,ABC transporter ATP-binding protein,-1.2418793389739,0.0010998495970821
VC_RS12315,VC2554; VC_2554,,ABC transporter permease,-0.198353967033466,0.387427100750754
VC_RS12320,VC2555; VC_2555,,DUF3299 domain-containing protein,-0.166276078312419,0.363218256290511
VC_RS12325,VC2557; VC_2557,,TIGR03899 family protein,0.208930800951449,0.51015362335811
VC_RS12330,VC2558; VC_2558,cysC,adenylyl-sulfate kinase,1.76586038442754,0.0222474103293393
VC_RS12335,VC2559; VC_2559,cysN,sulfate adenylyltransferase subunit CysN,1.66864421399639,0.0008200347299531
VC_RS12340,VC2560; VC_2560,cysD,sulfate adenylyltransferase subunit CysD,1.22146663622541,0.31230558105198
VC_RS12345,VC2561; VC_2561,cobA,uroporphyrinogen-III C-methyltransferase,1.25189305492425,0.0045909874846541
VC_RS12350,VC2562; VC_2562,cpdB,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",-0.292431406963056,0.46760060165483
VC_RS12355,VC2563; VC_2563,,Crp/Fnr family transcriptional regulator,0.596887865199624,0.0195362837492145
VC_RS12360,VC2564; VC_2564,dbpA,ATP-dependent RNA helicase DbpA,-1.70229387508397,6.36475877611868e-05
VC_RS12365,VC2565; VC_2565,,GNAT family N-acetyltransferase,-1.32299134055074,0.0005372437238511
VC_RS12370,VC2566; VC_2566,,DMT family transporter,-1.58970099508945,0.0005146479917826
VC_RS12375,VC2567; VC_2567,,OapA family protein,0.268147813109096,0.180336832971805
VC_RS12380,VC2568; VC_2568,,FKBP-type peptidyl-prolyl cis-trans isomerase,-0.341246141952655,0.0762571172229472
VC_RS12385,VC2569; VC_2569,,DUF2780 domain-containing protein,1.14098447306056,9.20234235782004e-05
VC_RS12390,VC2570; VC_2570,rplQ,50S ribosomal protein L17,-1.08927105533594,0.0004021450900419
VC_RS12395,VC2571; VC_2571,rpoA,DNA-directed RNA polymerase subunit alpha,-1.37094087054437,7.83390375425229e-05
VC_RS12400,VC2572; VC_2572,rpsD,30S ribosomal protein S4,-1.43171769548923,5.76176556785054e-06
VC_RS12405,VC2573; VC_2573,rpsK,30S ribosomal protein S11,-1.13803846781938,0.0001360136416865
VC_RS12410,VC2574; VC_2574,rpsM,30S ribosomal protein S13,-1.43549251958293,7.62963612211682e-06
VC_RS12415,VC2575; VC_2575,rpmJ,50S ribosomal protein L36,-1.55857037440586,9.23773689266173e-06
VC_RS12420,VC2576; VC_2576,secY,preprotein translocase subunit SecY,-1.19957889996491,2.62078046042181e-05
VC_RS12425,VC2577; VC_2577,rplO,50S ribosomal protein L15,-1.17530516192311,7.59082136008191e-06
VC_RS12430,VC2578; VC_2578,rpmD,50S ribosomal protein L30,-1.29169612566303,9.23773689266173e-06
VC_RS12435,VC2579; VC_2579,rpsE,30S ribosomal protein S5,-1.14981381819783,3.34845073042775e-05
VC_RS12440,VC2580; VC_2580,rplR,50S ribosomal protein L18,-1.37204900871134,2.12981965390813e-05
VC_RS12445,VC2581; VC_2581,rplF,50S ribosomal protein L6,-1.08753039738714,1.53619253133325e-05
